,Unnamed: 0,user_id,created_at,tweet,hashtags,retweet_count,favourite_count,,user_location,,predicted_location
2486,2001,b'guddiikaur',9/26/2020 16:56,"b'A failed leader trying to blame someone.\nBe electing #Modi, #India has been failed and taken to stone age. Stop\xe2\x80\xa6 https://t.co/Hn36bflD1O'","[{'text': 'Modi', 'indices': [53, 58]}, {'text': 'India', 'indices': [60, 66]}]",1,0,,"Karachi, Pakistan",,Pakistan
2503,2018,b'AnkitKe16071319',9/26/2020 16:47,"b'RT @realSukhiChahal: Sikhs of Indian Army,  Full interview: \n\nA fascinating conversation with @LtGenGurmit Singh (Retd) regarding \n\n#IndiaC\xe2\x80\xa6'",[],33,0,,"Mumbai, India",,India
2521,2036,b'GoharSpeaks',9/26/2020 16:42,"b'RT @TouQeerShahSTB: Khalistan Referendum 2020 Campaign Front of UN NY, \nWatch live now guys and Support Khalistan Referendum,\n #Khalistan #\xe2\x80\xa6'","[{'text': 'Khalistan', 'indices': [127, 137]}]",14,0,,peshawar,,Pakistan
2523,2038,b'guddiikaur',9/26/2020 16:41,b'Stop #Modi From Grabing Lands of #PunjabFarmers\nWe have to join hands to stop the truck for lives of our farmers..\xe2\x80\xa6 https://t.co/OPQ4GUwhi0',"[{'text': 'Modi', 'indices': [5, 10]}, {'text': 'PunjabFarmers', 'indices': [33, 47]}]",0,1,,"Karachi, Pakistan",,Pakistan
2591,2106,b'Ashishtrpathi1',9/26/2020 16:11,"b""RT @Jasleen_Kaur11: Pannun, a Pakistani puppet who works for Pakistan, see this, Indian Sikh's answer to the Referendum2020  for you.#Shame\xe2\x80\xa6""",[],29,0,,"Uttar Pradesh, India",,India
2592,2107,b'sohnikaur_',9/26/2020 16:09,b'Stop #Modi From Grabing Lands of #PunjabFarmers Only Solution Is #Khalistan #Register2Vote2020 \n#SFJ #ModiAtUN\xe2\x80\xa6 https://t.co/kfJ0gy8dfM',"[{'text': 'Modi', 'indices': [5, 10]}, {'text': 'PunjabFarmers', 'indices': [33, 47]}, {'text': 'Khalistan', 'indices': [65, 75]}, {'text': 'Register2Vote2020', 'indices': [76, 94]}, {'text': 'SFJ', 'indices': [96, 100]}, {'text': 'ModiAtUN', 'indices': [101, 110]}]",0,1,,"Karachi, Pakistan",,Pakistan
2598,2113,b'TouQeerShahSTB',9/26/2020 16:09,"b'Khalistan Referendum 2020 Campaign Front of UN NY, \nWatch live now guys and Support Khalistan Referendum,\xe2\x80\xa6 https://t.co/gWty6MTRAG'",[],14,18,,"Pakistan, United Arab Emirates",,Pakistan
2610,2125,b'sohnikaur_',9/26/2020 16:01,b'#Modi stop Grabing Lands of poor #PunjabFarmers #Khalistan \n#Register2Vote2020 @TheDeshBhakt @rohini_sgh\xe2\x80\xa6 https://t.co/1dDqsx7Ta0',"[{'text': 'Modi', 'indices': [0, 5]}, {'text': 'PunjabFarmers', 'indices': [33, 47]}, {'text': 'Khalistan', 'indices': [48, 58]}, {'text': 'Register2Vote2020', 'indices': [60, 78]}]",0,0,,"Karachi, Pakistan",,Pakistan
2623,2138,b'sohnikaur_',9/26/2020 15:55,b'Stop #Modi From Grabing Lands of #PunjabFarmers Only Solution Is #Khalistan #Register2Vote2020 #SFJ #ModiAtUN\xe2\x80\xa6 https://t.co/Unr4HvC6XM',"[{'text': 'Modi', 'indices': [5, 10]}, {'text': 'PunjabFarmers', 'indices': [33, 47]}, {'text': 'Khalistan', 'indices': [65, 75]}, {'text': 'Register2Vote2020', 'indices': [76, 94]}, {'text': 'SFJ', 'indices': [95, 99]}, {'text': 'ModiAtUN', 'indices': [100, 109]}]",0,0,,"Karachi, Pakistan",,Pakistan
2626,2141,b'imchetansharma1',9/26/2020 15:47,b'Oppsing bill is okie but supporting #Terrorism is unbearable like #punjabis taking name of #Khalistan and\xe2\x80\xa6 https://t.co/sWWetX0Qwo',"[{'text': 'Terrorism', 'indices': [36, 46]}, {'text': 'punjabis', 'indices': [66, 75]}, {'text': 'Khalistan', 'indices': [91, 101]}]",0,4,,kathua,,Not Classified
2812,2327,b'markanthony7293',9/26/2020 14:58,"b'RT @Jaspree05577070: Pakistan has been smuggling drugs, weapons and counterfeit currencies into Indian Punjab through Firozpur, Pathankot,\xe2\x80\xa6'",[],4,0,,"Palakkad, Kerala",,Not Classified
2819,2334,b'TheDUMBSaint',9/26/2020 14:44,"b""RT @DarrenVirk: #Pakistan around partition as we've never seen it before. Photographs coloured by Ehsan Rehan\nFirst photograph is #Gurdwara\xe2\x80\xa6""","[{'text': 'Pakistan', 'indices': [16, 25]}, {'text': 'Gurdwara', 'indices': [130, 139]}]",10,0,,INDIA,,India
2821,2336,b'56ravinder',9/26/2020 14:20,b'#Vapsi of #Congress  or #Khalistan all coincidence https://t.co/4KsgxYHuzK',"[{'text': 'Vapsi', 'indices': [0, 6]}, {'text': 'Congress', 'indices': [10, 19]}, {'text': 'Khalistan', 'indices': [24, 34]}]",1,0,,FARIDABADa,,Not Classified
2824,2339,b'TopTrendsWatch',9/26/2020 14:18,b'Just started trending in Pakistan.\n\nun general assembly\nnehru\n#PMImranKhanAtUNGA\n#SaturdayThoughts\n#GGMU\n#Khalistan\n#dynanite',"[{'text': 'PMImranKhanAtUNGA', 'indices': [62, 80]}, {'text': 'SaturdayThoughts', 'indices': [81, 98]}, {'text': 'GGMU', 'indices': [99, 104]}, {'text': 'Khalistan', 'indices': [105, 115]}, {'text': 'dynanite', 'indices': [116, 125]}]",0,0,,Pakistan,,Pakistan
2829,2344,b'psparam83',9/26/2020 14:08,"b'RT @ChiragdeepDahi1: #ShameOnKhalistaniSupporters, whoever has done this has no right to stay in our Punjab. They are requested to leave ou\xe2\x80\xa6'","[{'text': 'ShameOnKhalistaniSupporters', 'indices': [21, 49]}]",40,0,,Delhi India,,Not Classified
2830,2345,b'aratijagpreet',9/26/2020 14:00,b'@narendramodi @UN Free Sikhs community #SFJ #Khalistan #Register2Vote2020',"[{'text': 'SFJ', 'indices': [39, 43]}, {'text': 'Khalistan', 'indices': [44, 54]}, {'text': 'Register2Vote2020', 'indices': [55, 73]}]",0,0,,"Karachi, Pakistan",,Pakistan
2831,2346,b'aratijagpreet',9/26/2020 13:58,b'@narendramodi @UN Stop #Modi From Grabing Lands of #PunjabFarmers\n\nOnly Solution Is #Khalistan \n#Register2Vote2020 https://t.co/ZAtb6Z1Cpo',"[{'text': 'Modi', 'indices': [23, 28]}, {'text': 'PunjabFarmers', 'indices': [51, 65]}, {'text': 'Khalistan', 'indices': [84, 94]}, {'text': 'Register2Vote2020', 'indices': [96, 114]}]",0,0,,"Karachi, Pakistan",,Pakistan
2832,2347,b'aratijagpreet',9/26/2020 13:57,b'@narendramodi @UN Stop #Modi From Grabing Lands of #PunjabFarmers\n\nOnly Solution Is #Khalistan \n#Register2Vote2020 https://t.co/vc3QxLM7N1',"[{'text': 'Modi', 'indices': [23, 28]}, {'text': 'PunjabFarmers', 'indices': [51, 65]}, {'text': 'Khalistan', 'indices': [84, 94]}, {'text': 'Register2Vote2020', 'indices': [96, 114]}]",0,0,,"Karachi, Pakistan",,Pakistan
2834,2349,b'aratijagpreet',9/26/2020 13:56,b'@narendramodi @UN Stop #Modi From Grabing Lands of #PunjabFarmers\nOnly Solution Is #Khalistan \n#Register2Vote2020 https://t.co/xgZc1rgZ5D',"[{'text': 'Modi', 'indices': [23, 28]}, {'text': 'PunjabFarmers', 'indices': [51, 65]}, {'text': 'Khalistan', 'indices': [83, 93]}, {'text': 'Register2Vote2020', 'indices': [95, 113]}]",0,0,,"Karachi, Pakistan",,Pakistan
2837,2352,b'ekamkaur86',9/26/2020 13:52,b'@narendramodi @UN Stop #Modi From Grabing Lands of #PunjabFarmers\n\nOnly Solution Is #Khalistan \n#Register2Vote2020 https://t.co/rzWEhyzX3R',"[{'text': 'Modi', 'indices': [23, 28]}, {'text': 'PunjabFarmers', 'indices': [51, 65]}, {'text': 'Khalistan', 'indices': [84, 94]}, {'text': 'Register2Vote2020', 'indices': [96, 114]}]",0,0,,India,,India
2838,2353,b'ekamkaur86',9/26/2020 13:51,b'@narendramodi @UN Modi playing shitty games! #SFJ #Khalistan #KhalistanReferendum2020 https://t.co/arFSgRcycn',"[{'text': 'SFJ', 'indices': [45, 49]}, {'text': 'Khalistan', 'indices': [50, 60]}, {'text': 'KhalistanReferendum2020', 'indices': [61, 85]}]",0,0,,India,,India
2841,2356,b'ekamkaur86',9/26/2020 13:48,b'@narendramodi @UN We support #Khalistan #SFJ',"[{'text': 'Khalistan', 'indices': [29, 39]}, {'text': 'SFJ', 'indices': [40, 44]}]",0,0,,India,,India
2843,2358,b'TopTrendsWatch',9/26/2020 13:48,b'Just started trending in Pakistan.\n\n#\xd8\xaa\xd9\x86\xd8\xb8\xdb\x8c\xd9\x85_\xd8\xb3\xd8\xa7\xd8\xb2\xdb\x8c\n#TalalChaudhry\n#BHAMUN\nrashford\nLindelof\n#SaturdayThoughts\xe2\x80\xa6 https://t.co/0IMFRWSUmT',"[{'text': 'تنظیم_سازی', 'indices': [36, 47]}, {'text': 'TalalChaudhry', 'indices': [48, 62]}, {'text': 'BHAMUN', 'indices': [63, 70]}, {'text': 'SaturdayThoughts', 'indices': [89, 106]}]",0,2,,Pakistan,,Pakistan
2847,2362,b'priyaakaurrr',9/26/2020 13:44,b'@narendramodi @UN Stop #Modi From Grabing Lands of #PunjabFarmers\n\nOnly Solution Is #Khalistan \n#Register2Vote2020 https://t.co/b6zisnkgIk',"[{'text': 'Modi', 'indices': [23, 28]}, {'text': 'PunjabFarmers', 'indices': [51, 65]}, {'text': 'Khalistan', 'indices': [84, 94]}, {'text': 'Register2Vote2020', 'indices': [96, 114]}]",0,0,,"Karachi, Pakistan",,Pakistan
2863,2378,b'priyaakaurrr',9/26/2020 13:35,b'@PMOIndia @narendramodi @UN STOP #Modi why you don\xe2\x80\x99t stop the injustices with poor #PunjabFarmers . Stop it now Mr\xe2\x80\xa6 https://t.co/PXhhtJ7NSr',"[{'text': 'Modi', 'indices': [33, 38]}, {'text': 'PunjabFarmers', 'indices': [83, 97]}]",0,0,,"Karachi, Pakistan",,Pakistan
2866,2381,b'diljit___',9/26/2020 13:34,b'@narendramodi @UN Stop #Modi From Grabing Lands of #PunjabFarmers\n\nOnly Solution Is #Khalistan \n#Register2Vote2020 https://t.co/tYSOpfV8rh',"[{'text': 'Modi', 'indices': [23, 28]}, {'text': 'PunjabFarmers', 'indices': [51, 65]}, {'text': 'Khalistan', 'indices': [84, 94]}, {'text': 'Register2Vote2020', 'indices': [96, 114]}]",0,0,,pakistan,,Pakistan
2868,2383,b'diljit___',9/26/2020 13:34,b'@narendramodi @UN We can\xe2\x80\x99t tolerate injustices any more . We want a separate state we want #Khalistan . Support Us\xe2\x80\xa6 https://t.co/Etnvvl8pjK',"[{'text': 'Khalistan', 'indices': [91, 101]}]",0,0,,pakistan,,Pakistan
2874,2389,b'diljit___',9/26/2020 13:32,b'Stop #Modi From Grabing Lands of #PunjabFarmers\n\nOnly Solution Is #Khalistan \n#Register2Vote2020 https://t.co/iCCeHa42AD',"[{'text': 'Modi', 'indices': [5, 10]}, {'text': 'PunjabFarmers', 'indices': [33, 47]}, {'text': 'Khalistan', 'indices': [66, 76]}, {'text': 'Register2Vote2020', 'indices': [78, 96]}]",0,0,,pakistan,,Pakistan
2875,2390,b'LaylaaKaur',9/26/2020 13:32,b'Stop #Modi  Grabing Lands of poor  #PunjabFarmers \nSave Farmers of #Punjab.\nThe Way u are teasing us \nOnly Solution\xe2\x80\xa6 https://t.co/hv6FlEHTFO',"[{'text': 'Modi', 'indices': [5, 10]}, {'text': 'PunjabFarmers', 'indices': [35, 49]}, {'text': 'Punjab', 'indices': [67, 74]}]",0,1,,punjab ,,India
2876,2391,b'diljit___',9/26/2020 13:32,b'We can\xe2\x80\x99t tolerate injustices any more . We want a separate state we want #Khalistan . Support Us\nGherao Modi \n30 Se\xe2\x80\xa6 https://t.co/jkOJfrhtR9',"[{'text': 'Khalistan', 'indices': [73, 83]}]",0,0,,pakistan,,Pakistan
2880,2395,b'diljit___',9/26/2020 13:30,b'@narendramodi @UN We can\xe2\x80\x99t tolerate injustices any more . We want a separate state we want #Khalistan . Support Us',"[{'text': 'Khalistan', 'indices': [91, 101]}]",0,0,,pakistan,,Pakistan
2882,2397,b'sohnikaur_',9/26/2020 13:29,b'@narendramodi @UN Stop #modi from grabbing lands from #punjabfrmers\nThis brutality needs to stop!\n#khalistan is the\xe2\x80\xa6 https://t.co/1UNdxclAd6',"[{'text': 'modi', 'indices': [23, 28]}, {'text': 'punjabfrmers', 'indices': [54, 67]}, {'text': 'khalistan', 'indices': [98, 108]}]",0,0,,"Karachi, Pakistan",,Pakistan
2888,2403,b'priyaakaurrr',9/26/2020 13:29,b'Stop #Modi before going to UN general assembly why you don\xe2\x80\x99t stop the injustices with poor #PubjabFarmers.\xe2\x80\xa6 https://t.co/JVfNr5GDLe',"[{'text': 'Modi', 'indices': [5, 10]}, {'text': 'PubjabFarmers', 'indices': [91, 105]}]",0,0,,"Karachi, Pakistan",,Pakistan
2892,2407,b'moko_58',9/26/2020 13:27,"b""RT @DarrenVirk: #Pakistan around partition as we've never seen it before. Photographs coloured by Ehsan Rehan\nFirst photograph is #Gurdwara\xe2\x80\xa6""","[{'text': 'Pakistan', 'indices': [16, 25]}, {'text': 'Gurdwara', 'indices': [130, 139]}]",10,0,,Bangalore,,Not Classified
2894,2409,b'LaylaaKaur',9/26/2020 13:26,"b""@PMOIndia @narendramodi @UN we want Justice .. \nOur only solution is Khalistan  we  can't tollarate any injustice a\xe2\x80\xa6 https://t.co/GdcmNATeLZ""",[],0,0,,punjab ,,India
2896,2411,b'diljit___',9/26/2020 13:26,b'@narendramodi @UN Stop #Modi From Grabing Lands of #PunjabFarmers\n\nOnly Solution Is #Khalistan \n#Register2Vote2020',"[{'text': 'Modi', 'indices': [23, 28]}, {'text': 'PunjabFarmers', 'indices': [51, 65]}, {'text': 'Khalistan', 'indices': [84, 94]}, {'text': 'Register2Vote2020', 'indices': [96, 114]}]",0,0,,pakistan,,Pakistan
2905,2420,b'guddiikaur',9/26/2020 13:24,b'@narendramodi @UN Gherao Modi \n30 Sept\n#PunjabFarmers\n#KhalistanReferendum2020\n Stop #Modi From Grabing Lands of\xe2\x80\xa6 https://t.co/tV2cmk7O8k',"[{'text': 'PunjabFarmers', 'indices': [39, 53]}, {'text': 'KhalistanReferendum2020', 'indices': [54, 78]}, {'text': 'Modi', 'indices': [85, 90]}]",0,0,,"Karachi, Pakistan",,Pakistan
2909,2424,b'LaylaaKaur',9/26/2020 13:21,b'@narendramodi @UN Stop #Modi From Grabing Lands of #PunjabFarmers\n\nOnly Solution Is #Khalistan \n#Register2Vote2020',"[{'text': 'Modi', 'indices': [23, 28]}, {'text': 'PunjabFarmers', 'indices': [51, 65]}, {'text': 'Khalistan', 'indices': [84, 94]}, {'text': 'Register2Vote2020', 'indices': [96, 114]}]",0,0,,punjab ,,India
2915,2430,b'guddiikaur',9/26/2020 13:18,b'@narendramodi @UN Stop #Modi From Grabing Lands of #PunjabFarmers\n\nOnly Solution Is #Khalistan \n#Register2Vote2020 https://t.co/IwOtcNvdnS',"[{'text': 'Modi', 'indices': [23, 28]}, {'text': 'PunjabFarmers', 'indices': [51, 65]}, {'text': 'Khalistan', 'indices': [84, 94]}, {'text': 'Register2Vote2020', 'indices': [96, 114]}]",0,0,,"Karachi, Pakistan",,Pakistan
2916,2431,b'AhamadMuneer4',9/26/2020 13:17,"b""RT @DarrenVirk: #Pakistan around partition as we've never seen it before. Photographs coloured by Ehsan Rehan\nFirst photograph is #Gurdwara\xe2\x80\xa6""","[{'text': 'Pakistan', 'indices': [16, 25]}, {'text': 'Gurdwara', 'indices': [130, 139]}]",10,0,,Mumbai,,India
2918,2433,b'Shilpa0226',9/26/2020 13:14,"b""RT @DarrenVirk: #Pakistan around partition as we've never seen it before. Photographs coloured by Ehsan Rehan\nFirst photograph is #Gurdwara\xe2\x80\xa6""","[{'text': 'Pakistan', 'indices': [16, 25]}, {'text': 'Gurdwara', 'indices': [130, 139]}]",10,0,,India,,India
2927,2442,b'priyaakaurrr',9/26/2020 13:11,b'@narendramodi @UN We can\xe2\x80\x99t tolerate injustices any more . We want a separate state we want #Khalistan . Support Us',"[{'text': 'Khalistan', 'indices': [91, 101]}]",0,0,,"Karachi, Pakistan",,Pakistan
2935,2450,b'priyaakaurrr',9/26/2020 13:10,b'@narendramodi @UN Stop #Modi From Grabing Lands of #PunjabFarmers\n\nOnly Solution Is #Khalistan \n#Register2Vote2020 https://t.co/q3o7PCukKp',"[{'text': 'Modi', 'indices': [23, 28]}, {'text': 'PunjabFarmers', 'indices': [51, 65]}, {'text': 'Khalistan', 'indices': [84, 94]}, {'text': 'Register2Vote2020', 'indices': [96, 114]}]",0,0,,"Karachi, Pakistan",,Pakistan
2936,2451,b'diljit___',9/26/2020 13:06,b'Indians  you are so unjust to our poor farmer. Please stop now give them their rights #SFJ Calls For #GheraoModi on\xe2\x80\xa6 https://t.co/H443xm4w2J',"[{'text': 'SFJ', 'indices': [86, 90]}, {'text': 'GheraoModi', 'indices': [101, 112]}]",0,0,,pakistan,,Pakistan
2937,2452,b'diljit___',9/26/2020 13:06,b'Join hands to Stop #Modi From snatching our #PunjabFarmers Lands. We want rights for our innocent poor farmers\n#SFJ\xe2\x80\xa6 https://t.co/6abNC8J09y',"[{'text': 'Modi', 'indices': [19, 24]}, {'text': 'PunjabFarmers', 'indices': [44, 58]}, {'text': 'SFJ', 'indices': [111, 115]}]",0,0,,pakistan,,Pakistan
2939,2454,b'diljit___',9/26/2020 13:06,b'All of my farmer brothers and sisters lets Truckers Flock &amp; Block #Delhi \n30 Sept to ask justice and rights for our\xe2\x80\xa6 https://t.co/cBOJlFfAUq',"[{'text': 'Delhi', 'indices': [70, 76]}]",0,0,,pakistan,,Pakistan
2940,2455,b'diljit___',9/26/2020 13:06,b'#MODI  please stop now\nhttps://t.co/FZSuRkiW1k\n#SFJ\xc2\xa0 \n#Khalistan\n#GheraoModi\n#BharatBandh\n@anjanaomkashyap\xe2\x80\xa6 https://t.co/fe2zmgZ23p',"[{'text': 'MODI', 'indices': [0, 5]}, {'text': 'SFJ', 'indices': [47, 51]}, {'text': 'Khalistan', 'indices': [54, 64]}, {'text': 'GheraoModi', 'indices': [65, 76]}, {'text': 'BharatBandh', 'indices': [77, 89]}]",0,0,,pakistan,,Pakistan
2946,2461,b'diljit___',9/26/2020 13:01,b'#SFJ  \n#Khalistan\n#GheraoModi\n#BharatBandh \nhttps://t.co/osfb8PlQPk\nWe sikhs always believe to solve the issues wit\xe2\x80\xa6 https://t.co/CmXAcFQset',"[{'text': 'SFJ', 'indices': [0, 4]}, {'text': 'Khalistan', 'indices': [7, 17]}, {'text': 'GheraoModi', 'indices': [18, 29]}, {'text': 'BharatBandh', 'indices': [30, 42]}]",0,0,,pakistan,,Pakistan
2947,2462,b'diljit___',9/26/2020 13:01,b'#SFJ  \n#Khalistan\n#GheraoModi\n#BharatBandh\nPunjab farmers are facing a huge oppression as a religious minority in i\xe2\x80\xa6 https://t.co/NgRiSjzjAQ',"[{'text': 'SFJ', 'indices': [0, 4]}, {'text': 'Khalistan', 'indices': [7, 17]}, {'text': 'GheraoModi', 'indices': [18, 29]}, {'text': 'BharatBandh', 'indices': [30, 42]}]",0,0,,pakistan,,Pakistan
2948,2463,b'diljit___',9/26/2020 13:01,"b'#SFJ  \n#Khalistan\n#GheraoModi\n#BharatBandh \nThousands of farmers have been committed suicide, Most of the farmers t\xe2\x80\xa6 https://t.co/I5tJ1Zxgro'","[{'text': 'SFJ', 'indices': [0, 4]}, {'text': 'Khalistan', 'indices': [7, 17]}, {'text': 'GheraoModi', 'indices': [18, 29]}, {'text': 'BharatBandh', 'indices': [30, 42]}]",0,0,,pakistan,,Pakistan
2959,2474,b'jasmeetoo',9/26/2020 12:52,b'We want justice for farmers. You and your government is torturing them and sikhs living in india. We want\xe2\x80\xa6 https://t.co/eptK7kC9zp',[],0,0,,karachi,,Not Classified
2960,2475,b'jasmeetoo',9/26/2020 12:51,b'@PMOIndia @narendramodi @UN We want justice for farmers. You and your government is torturing them and sikhs living\xe2\x80\xa6 https://t.co/Mll9BFL3ph',[],0,0,,karachi,,Not Classified
2966,2481,b'guddiikaur',9/26/2020 12:49,b'Stop #Modi From Grabing Lands of #PunjabFarmers\nWe have to join hands to stop the truck for lives of our farmers..\xe2\x80\xa6 https://t.co/x8qftlKy30',"[{'text': 'Modi', 'indices': [5, 10]}, {'text': 'PunjabFarmers', 'indices': [33, 47]}]",0,0,,"Karachi, Pakistan",,Pakistan
2969,2484,b'guddiikaur',9/26/2020 12:47,b'@PMOIndia @narendramodi @UN We should stop #Modi for entry in Punjab and haryana we have to save life of our farmer\xe2\x80\xa6 https://t.co/Xnj839XkmX',"[{'text': 'Modi', 'indices': [43, 48]}]",0,0,,"Karachi, Pakistan",,Pakistan
2970,2485,b'kauranjalii',9/26/2020 12:47,"b""@PMOIndia @narendramodi @UN #SFJ always support minorities living in India. We demand #khalistan. We don't want to\xe2\x80\xa6 https://t.co/PMqaQ7U5gx""","[{'text': 'SFJ', 'indices': [28, 32]}, {'text': 'khalistan', 'indices': [86, 96]}]",0,0,,"Karachi, Pakistan",,Pakistan
2971,2486,b'kauranjalii',9/26/2020 12:46,"b""#SFJ always support minorities living in India. We demand #khalistan. We don't want to live in india. We demand\xe2\x80\xa6 https://t.co/Wpyo8xZH1K""","[{'text': 'SFJ', 'indices': [0, 4]}, {'text': 'khalistan', 'indices': [58, 68]}]",0,0,,"Karachi, Pakistan",,Pakistan
2996,2511,b'kauranjalii',9/26/2020 12:36,b'Stop #Modi From Grabing Lands of #PunjabFarmers\n\nOnly Solution we have is #Khalistan \nGo and register your vote\xe2\x80\xa6 https://t.co/aIFGOl1QOF',"[{'text': 'Modi', 'indices': [5, 10]}, {'text': 'PunjabFarmers', 'indices': [33, 47]}, {'text': 'Khalistan', 'indices': [74, 84]}]",0,0,,"Karachi, Pakistan",,Pakistan
2997,2512,b'diljit___',9/26/2020 12:36,b'Sikhs deserve a best future for their new generation as well as for their children in such situation it cannot be l\xe2\x80\xa6 https://t.co/JeZq3sJxXS',[],0,0,,pakistan,,Pakistan
2998,2513,b'diljit___',9/26/2020 12:36,b'Farmers have blocked the rail and roads and they\xe2\x80\x99re out protesting throughout\n#SFJ\xc2\xa0 \n#Khalistan\n#GheraoModi\xe2\x80\xa6 https://t.co/Q5FCXUTEBN',"[{'text': 'SFJ', 'indices': [78, 82]}, {'text': 'Khalistan', 'indices': [85, 95]}, {'text': 'GheraoModi', 'indices': [96, 107]}]",0,0,,pakistan,,Pakistan
2999,2514,b'jasmeetoo',9/26/2020 12:35,b'Stop #Modi From Grabing Lands of #PunjabFarmers\n\nOnly Solution we have is #Khalistan \nGo and register your vote\xe2\x80\xa6 https://t.co/2I9AlzH3da',"[{'text': 'Modi', 'indices': [5, 10]}, {'text': 'PunjabFarmers', 'indices': [33, 47]}, {'text': 'Khalistan', 'indices': [74, 84]}]",0,0,,karachi,,Not Classified
3000,2515,b'diljit___',9/26/2020 12:34,"b""#MODI please stop now It's so unbearable you turn the farmers eventually landless. \nhttps://t.co/osfb8P4fXM\n#SFJ\xc2\xa0\xe2\x80\xa6 https://t.co/c3AHFym1HF""","[{'text': 'MODI', 'indices': [0, 5]}, {'text': 'SFJ', 'indices': [108, 112]}]",0,0,,pakistan,,Pakistan
3002,2517,b'diljit___',9/26/2020 12:31,b'Join hands to Stop #Modi From snatching our #PunjabFarmers Lands. We want rights for our innocent poor farmers\xe2\x80\xa6 https://t.co/MBOpj0SGQG',"[{'text': 'Modi', 'indices': [19, 24]}, {'text': 'PunjabFarmers', 'indices': [44, 58]}]",0,0,,pakistan,,Pakistan
3003,2518,b'diljit___',9/26/2020 12:31,b'#PunjabFarmers \nOnly Solution Is #Khalistan \n#Register2Vote2020\n#SFJ\xc2\xa0 \n#Khalistan\n#GheraoModi\n#BharatBandh\xe2\x80\xa6 https://t.co/b9LpL9KKb4',"[{'text': 'PunjabFarmers', 'indices': [0, 14]}, {'text': 'Khalistan', 'indices': [33, 43]}, {'text': 'Register2Vote2020', 'indices': [45, 63]}, {'text': 'SFJ', 'indices': [64, 68]}, {'text': 'Khalistan', 'indices': [71, 81]}, {'text': 'GheraoModi', 'indices': [82, 93]}, {'text': 'BharatBandh', 'indices': [94, 106]}]",0,0,,pakistan,,Pakistan
3015,2530,b'diljit___',9/26/2020 12:30,b'Farmers have blocked the rail and roads and they\xe2\x80\x99re out protesting throughout\n#SFJ\xc2\xa0 \n#Khalistan\n#GheraoModi\xe2\x80\xa6 https://t.co/tDKmbBkYZG',"[{'text': 'SFJ', 'indices': [78, 82]}, {'text': 'Khalistan', 'indices': [85, 95]}, {'text': 'GheraoModi', 'indices': [96, 107]}]",0,0,,pakistan,,Pakistan
3018,2533,b'diljit___',9/26/2020 12:29,b'The call is for surrounding Modi in Delhi the central government of India is passing a farmers bill which doesn\xe2\x80\x99t p\xe2\x80\xa6 https://t.co/xw2mtpldWi',[],0,0,,pakistan,,Pakistan
3020,2535,b'diljit___',9/26/2020 12:29,b'Truckers Flock &amp; Block #Delhi \n30 Sept\nhttps://t.co/osfb8P4fXM\n#SFJ\xc2\xa0 \n#Khalistan\n#GheraoModi\n#BharatBandh\xe2\x80\xa6 https://t.co/gfy9ezl9zE',"[{'text': 'Delhi', 'indices': [27, 33]}, {'text': 'SFJ', 'indices': [67, 71]}, {'text': 'Khalistan', 'indices': [74, 84]}, {'text': 'GheraoModi', 'indices': [85, 96]}, {'text': 'BharatBandh', 'indices': [97, 109]}]",0,0,,pakistan,,Pakistan
3023,2538,b'diljit___',9/26/2020 12:29,b'Stop #Modi From Grabing Lands of #PunjabFarmers\nhttps://t.co/osfb8P4fXM\n#SFJ\xc2\xa0 \n#Khalistan\n#GheraoModi\n#BharatBandh\xe2\x80\xa6 https://t.co/aD4ND9eiD4',"[{'text': 'Modi', 'indices': [5, 10]}, {'text': 'PunjabFarmers', 'indices': [33, 47]}, {'text': 'SFJ', 'indices': [72, 76]}, {'text': 'Khalistan', 'indices': [79, 89]}, {'text': 'GheraoModi', 'indices': [90, 101]}, {'text': 'BharatBandh', 'indices': [102, 114]}]",0,0,,pakistan,,Pakistan
3024,2539,b'diljit___',9/26/2020 12:28,"b""Indian government doesn't care about the farmers. Life of farmers became so miserable so they commitied suicide.\xe2\x80\xa6 https://t.co/d8vD8Eiq6V""",[],0,0,,pakistan,,Pakistan
3025,2540,b'diljit___',9/26/2020 12:28,b'At protest not only men but also women and teenagers were also present.\n#SFJ  \n#Khalistan\n#GheraoModi\n#BharatBandh\xe2\x80\xa6 https://t.co/5z7cAvVBMi',"[{'text': 'SFJ', 'indices': [72, 76]}, {'text': 'Khalistan', 'indices': [79, 89]}, {'text': 'GheraoModi', 'indices': [90, 101]}, {'text': 'BharatBandh', 'indices': [102, 114]}]",0,0,,pakistan,,Pakistan
3026,2541,b'diljit___',9/26/2020 12:28,b'Stop #Modi From Grabing Lands of #PunjabFarmers\nSFJ has given a calls for #GheraoModi on Sept 30\xe2\x80\xa6 https://t.co/VuBTMbLFGk',"[{'text': 'Modi', 'indices': [5, 10]}, {'text': 'PunjabFarmers', 'indices': [33, 47]}, {'text': 'GheraoModi', 'indices': [74, 85]}]",0,0,,pakistan,,Pakistan
3031,2546,b'diljit___',9/26/2020 12:25,b'#SFJ Calls For #GheraoModi \n30th Sept. Save farmers of punjab and haryana from poverty and misery.\xe2\x80\xa6 https://t.co/RxAaR1i7m0',"[{'text': 'SFJ', 'indices': [0, 4]}, {'text': 'GheraoModi', 'indices': [15, 26]}]",0,0,,pakistan,,Pakistan
